MMSI,start_timestamp,start_lat,start_lon,pred_lat_1h,pred_lon_1h,rf_pred_lat_1h,rf_pred_lon_1h,dead_reckoning_pred_lat_1h,dead_reckoning_pred_lon_1h,rf_weight_1h,prediction_method_1h,pred_lat_2h,pred_lon_2h,rf_pred_lat_2h,rf_pred_lon_2h,dead_reckoning_pred_lat_2h,dead_reckoning_pred_lon_2h,rf_weight_2h,prediction_method_2h,pred_lat_3h,pred_lon_3h,rf_pred_lat_3h,rf_pred_lon_3h,dead_reckoning_pred_lat_3h,dead_reckoning_pred_lon_3h,rf_weight_3h,prediction_method_3h,mean_error_km,generated_at
205210000,2026-01-10 23:00:00,54.63652,11.387715,54.636531371468784,11.387659829437766,54.636633714687854,11.387163294377531,54.63652,11.387715000000014,0.1,rf_dead_reckoning_blend,54.63651002944226,11.387208631521357,54.63650466068041,11.38693597157131,54.63652,11.387715000000014,0.65,rf_dead_reckoning_blend,54.63637011667888,11.386853971373148,54.636343666681036,11.386702025144878,54.63652,11.387715000000014,0.8500000000000001,rf_dead_reckoning_blend,3.1091375624759188,2026-04-27T12:49:49.579948+00:00
205214000,2026-01-10 23:00:00,54.637627,11.387193,54.63754150611359,11.387048803275345,54.636772061135844,11.385751032753486,54.637627,11.387192999999996,0.1,rf_dead_reckoning_blend,54.63264846113795,11.384122879773868,54.629967709442994,11.382469738113645,54.637627,11.387192999999996,0.65,rf_dead_reckoning_blend,54.62028752548292,11.383270185129824,54.61722761821521,11.382577923682145,54.637627,11.387192999999996,0.8500000000000001,rf_dead_reckoning_blend,3.1091375624759188,2026-04-27T12:49:49.579948+00:00
205436000,2026-01-04 13:00:00,53.991264,8.36437,54.08158570832803,7.993264708635453,54.39126867880452,8.383359361563176,54.047176489386196,7.949920858310151,0.1,rf_dead_reckoning_blend,54.293439788441276,8.158999275102435,54.39670564533334,8.49533852290418,54.10166033992745,7.534369243470621,0.65,rf_dead_reckoning_blend,54.37868248806285,8.364339503719034,54.418207234073705,8.58432786732979,54.15470892733467,7.117738776591409,0.8500000000000001,rf_dead_reckoning_blend,3.1091375624759188,2026-04-27T12:49:49.579948+00:00
205443000,2026-01-08 11:00:00,56.629253,5.1175303,56.781037942573036,5.009582187225838,56.43093362226707,5.137815757834077,56.81993842260703,4.995334012713812,0.1,rf_dead_reckoning_blend,56.53336159096136,5.047165556381113,56.27643915746921,5.141545850861729,57.01050325316107,4.871887866631397,0.65,rf_dead_reckoning_blend,56.281273231905914,5.0900232770906655,56.11897814961348,5.150526685234496,57.20094536489633,4.747170630942293,0.8500000000000001,rf_dead_reckoning_blend,3.1091375624759188,2026-04-27T12:49:49.579948+00:00
205453000,2026-01-08 13:00:00,55.033596,7.3397026,54.921897935150966,7.022623466146206,55.139781084515604,7.5759825464026305,54.89768869633267,6.961139123895492,0.1,rf_dead_reckoning_blend,55.08533331251198,7.233797943003138,55.260182920229184,7.583079022655218,54.76061261246572,6.585133080792133,0.65,rf_dead_reckoning_blend,55.26843700078521,7.400721064699146,55.38244678780397,7.61055258123653,54.62238154101224,6.211675804320635,0.8500000000000001,rf_dead_reckoning_blend,3.1091375624759188,2026-04-27T12:49:49.579948+00:00
205465000,2026-01-01 09:00:00,54.365623,10.13938,54.37180885543175,10.1113616351336,54.391417351308974,10.175816779753951,54.36963013366761,10.104199952398005,0.1,rf_dead_reckoning_blend,54.41769536303124,10.19276429517443,54.441424461417384,10.259399582517023,54.37362703745699,10.069013047252469,0.65,rf_dead_reckoning_blend,54.46522301087604,10.334497354355962,54.48068347611261,10.387558187520701,54.377613707868804,10.033819299755777,0.8500000000000001,rf_dead_reckoning_blend,3.1091375624759188,2026-04-27T12:49:49.579948+00:00
205597000,2026-01-10 23:00:00,53.88121,9.184657,53.85196834440784,9.293665562947403,53.99666224324501,9.286426284301102,53.835891244537045,9.294469927241437,0.1,rf_dead_reckoning_blend,53.95701982160213,9.35480830995309,54.04669918185198,9.328296146353562,53.790472438281,9.404045185209355,0.65,rf_dead_reckoning_blend,54.0456170609681,9.397776546535365,54.09867525459158,9.377375379190745,53.74495396376833,9.513383161488207,0.8500000000000001,rf_dead_reckoning_blend,3.1091375624759188,2026-04-27T12:49:49.579948+00:00
205743000,2026-01-10 23:00:00,57.938942,11.343002,57.93736324885275,11.342338921089535,57.93489177304705,11.347399160190488,57.9376378572756,11.34177667230054,0.1,rf_dead_reckoning_blend,57.936403297584825,11.344905569001611,57.93644077171956,11.347250103421507,57.93633370276317,11.340551433650376,0.65,rf_dead_reckoning_blend,57.935593677076625,11.3462207763119,57.93569323130235,11.347437451418829,57.93502953646421,11.339326284039316,0.8500000000000001,rf_dead_reckoning_blend,3.1091375624759188,2026-04-27T12:49:49.579948+00:00
209014000,2026-01-10 23:00:00,55.473797,10.537917,55.47376480644571,10.53792416165506,55.47347506445708,10.537988616550665,55.473797,10.537916999999993,0.1,rf_dead_reckoning_blend,55.47360564088992,10.537939768714967,55.47350260136911,10.53795202879226,55.473797,10.537916999999993,0.65,rf_dead_reckoning_blend,55.4738401386341,10.537936845262397,55.47384775133423,10.537940347367526,55.473797,10.537916999999993,0.8500000000000001,rf_dead_reckoning_blend,3.1091375624759188,2026-04-27T12:49:49.579948+00:00
209056000,2026-01-09 17:00:00,55.771435,15.821243,55.82283973300101,16.028222711280353,55.53825453472145,15.691948333620312,55.85446031058763,16.065586531020358,0.1,rf_dead_reckoning_blend,55.694813948156124,16.022049724263958,55.564406347983876,15.86647546198605,55.93699949133316,16.31097335420864,0.65,rf_dead_reckoning_blend,55.64761076289433,16.072916880032484,55.582062847116546,15.98741898016174,56.01904895230174,16.55740497930003,0.8500000000000001,rf_dead_reckoning_blend,3.1091375624759188,2026-04-27T12:49:49.579948+00:00
209078000,2026-01-08 15:00:00,56.76502,4.7167835,56.91886904110363,4.646557736498734,56.51641709382811,4.771233248120247,56.96358592413424,4.632704901874121,0.1,rf_dead_reckoning_blend,56.70177108243563,4.7117526186387195,56.453904435583446,4.800074919375966,57.162094855161115,4.54772548869812,0.65,rf_dead_reckoning_blend,56.5245000232095,4.772915653617552,56.376962543571246,4.8278133160303005,57.36054574115959,4.461828899945317,0.8500000000000001,rf_dead_reckoning_blend,3.1091375624759188,2026-04-27T12:49:49.579948+00:00
209114000,2026-01-10 21:00:00,57.784554,12.006089,57.787812308675136,12.011806108894353,57.71229611501631,11.938014910575811,57.79620299685945,12.020005130929746,0.1,rf_dead_reckoning_blend,57.745397165386514,11.957981938059735,57.711768463683654,11.91708669388617,57.80785046854896,12.033930248667787,0.65,rf_dead_reckoning_blend,57.73303585438251,11.930862619960166,57.71777810867437,11.910215253736343,57.819496413395285,12.047864361895165,0.8500000000000001,rf_dead_reckoning_blend,3.1091375624759188,2026-04-27T12:49:49.579948+00:00
209139000,2026-01-04 23:00:00,55.77977,15.9482355,55.84920780779031,16.168002508261175,55.59381091575743,15.695255359934649,55.8775852402384,16.220529969186344,0.1,rf_dead_reckoning_blend,55.725528806702954,15.98169747925218,55.59130773903462,15.705736910425859,55.974796503801294,16.494195678501058,0.65,rf_dead_reckoning_blend,55.65312909082744,15.846104744168931,55.5793168368967,15.683199234159986,56.07139852976833,16.76923596755296,0.8500000000000001,rf_dead_reckoning_blend,3.1091375624759188,2026-04-27T12:49:49.579948+00:00
209151000,2026-01-08 09:00:00,58.24468,10.734078,58.36082907612128,10.717938828996703,58.11783027241164,10.658517563347763,58.38782894320013,10.724541191846583,0.1,rf_dead_reckoning_blend,58.271704616998505,10.632377404886194,58.13209631813454,10.587927814218904,58.53097717203159,10.714926644696874,0.65,rf_dead_reckoning_blend,58.21805020243441,10.548391273339943,58.13756647169801,10.520713271631548,58.67412467660736,10.705233283020846,0.8500000000000001,rf_dead_reckoning_blend,3.1091375624759188,2026-04-27T12:49:49.579948+00:00
209183000,2026-01-05 01:00:00,54.57293,13.723265,54.37987394345983,13.932530191555173,54.61782603517272,13.953924705880933,54.35343482215839,13.930153023296754,0.1,rf_dead_reckoning_blend,54.431128321658605,14.11076561393386,54.591341471499916,14.097802085592416,54.13358961481047,14.13484073799654,0.65,rf_dead_reckoning_blend,54.480633543342854,14.255512792669638,54.58073342517414,14.241068178733869,53.913400879632235,14.33736560497232,0.8500000000000001,rf_dead_reckoning_blend,3.1091375624759188,2026-04-27T12:49:49.579948+00:00
209184000,2026-01-10 23:00:00,56.372894,11.500748,56.52936139131191,11.674731117357883,56.512234069422526,11.656720118710835,56.531264427077396,11.676732339429776,0.1,rf_dead_reckoning_blend,56.66762794409054,11.849758152123849,56.65591309144131,11.847370008170392,56.689384099010546,11.85419327660884,0.65,rf_dead_reckoning_blend,56.819748548083965,11.898142341716472,56.814895459411865,11.874317494822694,56.84724938389254,12.03314980744787,0.8500000000000001,rf_dead_reckoning_blend,3.1091375624759188,2026-04-27T12:49:49.579948+00:00
209217000,2026-01-05 23:00:00,53.920437,9.193913,53.83880029375287,9.075872299050761,53.893492724080694,9.14708478228395,53.83272335704977,9.06795980091374,0.1,rf_dead_reckoning_blend,53.84445519483138,9.017800881428954,53.89807349448163,9.058329505421545,53.74487835262377,8.942533436871287,0.65,rf_dead_reckoning_blend,53.8738851281969,8.99036031459035,53.91217609979701,9.020841993452864,53.65690295579627,8.817630801036103,0.8500000000000001,rf_dead_reckoning_blend,3.1091375624759188,2026-04-27T12:49:49.579948+00:00
209221000,2026-01-09 05:00:00,55.806473,15.979305,55.8575187636594,16.2106262457988,55.58114723334311,15.701400642940039,55.88822671147231,16.26720686833866,0.1,rf_dead_reckoning_blend,55.71819698727454,16.02129254428436,55.58298450522623,15.73320125417969,55.9693058825071,16.556319225907316,0.65,rf_dead_reckoning_blend,55.64661596925952,15.897089178736046,55.5754825022261,15.729521259227065,56.04970561578221,16.846640722620265,0.8500000000000001,rf_dead_reckoning_blend,3.1091375624759188,2026-04-27T12:49:49.579948+00:00
209239000,2026-01-07 20:00:00,54.37332,10.171519,54.36132520585841,10.15132141574026,54.39991872802758,10.194852173546998,54.3570370367285,10.146484664872844,0.1,rf_dead_reckoning_blend,54.400783706151884,10.211425857002718,54.433110141546685,10.259863535398626,54.34074889756154,10.121470168553174,0.65,rf_dead_reckoning_blend,54.435739683712285,10.303686171835878,54.45537805324322,10.340252762797743,54.32445558970368,10.096475489718642,0.8500000000000001,rf_dead_reckoning_blend,3.1091375624759188,2026-04-27T12:49:49.579948+00:00
